Run,pH,C0,Time,Dose,Temp,Flow,Chloride,Hardness,Carbonate,NOM,Order,q_removal
112,4.95,9.02,19,1.99,21.3,1.301,32,151,8,36,423,2.685403445469762
113,7.29,2.52,103,1.79,22.3,1.428,93,256,22,3,335,4.038111313247872
114,4.74,6.73,112,3.74,35.4,0.776,95,212,41,47,25,4.637885854019013
115,8.78,7.38,51,2.13,28.9,1.51,78,160,43,1,464,3.2120283628162527
116,3.98,7.64,34,1.98,30.7,1.865,58,26,28,42,281,2.1930763350938567
117,7.34,5.25,40,3.87,37.1,1.046,71,137,6,27,247,6.175729450507507
118,4.54,7.51,97,4.91,20.7,0.792,66,408,66,4,237,4.257555135843436
119,6.15,9.94,13,3.97,29.4,1.98,57,26,32,15,117,3.8195227468903727
120,5.31,8.97,107,2.67,24.6,1.776,82,418,4,14,42,4.175807182733639
121,6.36,2.27,39,2.17,23.7,1.739,84,223,48,8,220,4.5481839713805545
122,7.55,3.49,94,2.04,32.5,1.993,43,328,75,43,176,3.8373709949482837
123,5.1,8.02,51,3.85,37.7,0.714,61,404,33,3,320,5.0205526053870475
124,6.9,8.53,26,1.95,34.8,0.932,54,321,19,29,153,4.274592459896147
125,4.01,6.79,42,0.78,24.0,1.538,38,198,53,5,231,2.7982897526465322
126,3.47,2.46,117,1.22,29.6,0.518,28,460,67,45,227,2.603732054683327
127,3.2,7.33,114,1.08,29.8,1.287,16,175,15,3,417,3.144285150147151
128,5.26,3.46,78,0.57,31.4,1.246,10,50,60,14,203,4.854584473326397
129,6.48,6.13,99,4.38,28.1,0.638,31,158,30,18,126,7.495960156007078
130,7.23,7.73,67,4.75,30.6,1.342,41,283,14,18,329,6.114849161040116
131,7.15,9.67,87,0.51,24.4,1.661,90,16,12,28,31,4.871390947731319
132,4.56,8.45,53,3.7,21.2,0.663,70,221,93,25,113,4.088423179141555
133,8.64,7.37,17,4.48,31.4,0.526,39,398,44,45,470,2.663784541776481
134,7.92,3.51,24,3.02,25.2,1.37,79,13,87,8,271,3.7202378924579036
135,3.48,7.16,54,1.97,29.2,0.756,88,377,83,31,140,2.664400561358432
136,7.69,2.0,86,4.24,30.0,1.043,6,338,14,8,57,4.686255121918049
137,8.68,6.09,76,2.3,27.9,0.981,93,499,10,20,192,4.51637090295011
138,4.81,6.4,32,1.93,22.2,1.535,2,335,72,27,24,3.2287921941137467
139,7.21,6.47,74,2.6,32.2,1.538,99,53,48,17,17,6.3183977569481256
140,4.07,5.62,24,2.16,26.3,1.693,53,233,1,23,265,2.740088800364576
141,4.65,3.93,38,1.58,36.2,1.815,42,182,14,45,66,3.1217568502144304
142,5.3,2.21,63,3.34,22.6,1.719,98,396,71,5,208,3.956088282167793
143,3.4,2.95,18,4.35,21.5,1.657,28,82,74,0,479,2.1554549454047143
144,3.35,9.92,102,1.56,31.1,0.722,96,421,53,27,94,2.860547402798092
145,3.79,1.53,27,4.34,34.3,1.215,81,318,12,50,253,2.091586651479027
146,4.78,4.59,41,2.92,36.4,0.689,92,447,59,11,266,4.215722557572118
147,3.88,8.63,103,4.4,33.3,1.501,27,126,76,8,23,3.6702081212829984
148,5.17,4.79,62,1.37,21.9,0.888,30,46,87,4,222,4.633869645461926
149,6.69,4.1,26,3.52,32.8,0.587,58,68,60,1,261,5.2309990328626474
150,4.3,4.35,38,3.4,20.5,0.699,34,177,91,19,426,3.3801402330824093
151,5.34,7.75,107,1.87,22.0,1.548,75,262,32,43,5,4.198128844100085
152,4.57,9.46,80,3.9,38.2,1.78,45,286,85,13,116,3.7413242046054256
153,8.42,9.35,62,2.52,20.9,1.714,59,282,75,41,45,3.548822886776685
154,5.55,8.35,66,1.37,31.3,1.642,55,426,0,22,16,4.573388650082347
155,6.23,9.52,76,2.4,22.1,0.781,69,135,61,2,462,6.788185786056375
156,7.02,3.76,89,1.32,34.6,1.768,22,173,97,36,357,4.47959157364923
157,6.81,7.97,92,2.72,27.3,0.618,58,110,73,24,3,6.884659209945046
158,7.82,1.24,88,2.98,26.2,0.598,24,194,8,47,218,3.6186429931782684
159,5.98,5.82,30,0.52,33.5,0.821,81,402,11,9,405,4.763031694155939
160,3.45,9.38,38,2.14,35.5,1.086,35,172,36,3,60,3.01132255158182
161,5.83,5.75,106,2.99,20.8,0.685,55,268,97,34,110,6.026208101437722
162,4.6,4.38,63,1.02,38.8,1.159,63,164,2,25,318,4.493768534236902
163,3.56,8.55,58,4.6,30.3,0.763,1,259,24,35,428,3.3152719405474005
164,6.14,1.46,37,4.14,39.4,1.964,5,196,44,25,29,3.7444514056517693
165,4.48,8.42,100,0.83,30.4,1.023,80,183,27,32,437,3.6567081451308017
166,6.85,8.48,75,2.95,23.2,0.512,57,393,10,19,471,6.6108598875094495
167,8.47,3.36,81,2.78,25.4,1.264,51,15,97,42,26,4.302282044741095
168,6.03,6.83,102,4.07,25.4,1.029,26,416,15,7,7,7.455672560148198
169,6.51,9.64,58,4.13,32.2,1.176,90,410,7,21,453,6.477784556216307
170,3.61,7.21,105,3.49,20.3,1.818,5,153,20,39,108,3.3888728008913485
171,6.97,2.78,117,4.11,25.9,1.826,38,240,64,15,37,4.568708965602081
172,3.72,7.91,47,1.05,39.6,1.125,54,45,95,29,157,3.222069891573443
173,7.13,4.64,38,3.24,27.6,1.814,18,59,35,29,489,5.181382617418887
174,4.1,4.22,91,3.76,28.6,1.852,98,270,38,4,118,3.3867493695451176
175,7.41,5.51,73,2.4,32.5,0.649,33,457,25,38,114,5.9367483243361665
176,7.96,8.7,44,2.43,35.0,1.068,66,256,67,23,175,4.43520262092062
177,5.29,5.43,46,1.35,26.9,1.463,5,251,2,27,373,4.7353442387062445
178,4.16,8.13,91,3.08,37.6,1.572,36,94,18,31,181,3.6274807733583554
179,4.73,4.17,77,2.08,34.6,0.936,3,385,94,22,144,4.216112960963079
180,7.44,6.22,82,1.29,30.2,0.922,2,490,0,22,369,5.559635482866456
181,5.85,9.19,31,4.21,26.4,1.421,17,35,93,32,390,5.106967138935027
182,3.59,6.3,71,3.64,28.4,0.979,13,75,52,16,195,4.21647529063363
183,6.41,1.19,65,0.58,27.9,0.625,97,217,99,39,404,4.275577533125189
184,3.62,7.64,29,1.22,23.3,0.683,75,1,74,20,275,2.6783038279124645
185,6.2,1.26,101,1.63,32.3,1.284,1,253,79,10,454,3.954381435492458
186,8.22,3.79,96,2.44,22.4,0.928,11,387,94,28,141,3.9428628312649185
187,6.94,8.25,28,0.91,36.1,1.865,12,258,51,1,365,4.115148947898955
188,8.02,9.51,115,4.33,33.2,1.887,99,263,13,42,67,3.6564487572864577
189,3.02,5.92,48,4.77,31.8,1.26,78,96,33,38,210,3.4726128204172
190,8.41,2.5,40,1.82,21.6,1.831,50,391,29,3,168,2.2443879095992507
191,8.84,3.74,84,2.19,33.7,1.396,63,394,63,7,493,3.4401776207198553
192,4.78,4.76,113,2.42,30.9,1.744,23,120,49,35,375,3.723954457463386
193,4.19,9.54,65,0.7,28.2,1.333,80,114,10,34,400,3.0970210729598566
194,7.36,7.8,28,0.8,27.1,0.797,21,101,68,33,272,4.192981282576539
195,4.93,9.31,77,0.98,39.8,0.606,19,444,10,40,109,3.83643874216867
196,6.17,8.36,84,1.06,37.6,1.418,13,382,66,6,248,5.609686168408434
197,3.04,5.02,44,2.57,25.1,1.617,69,420,51,40,145,2.7147527136125467
198,4.94,2.57,61,3.96,30.0,1.027,53,166,34,48,92,3.911541431923439
199,4.51,4.5,110,3.21,35.1,1.631,15,404,9,16,152,3.551924921331673
200,6.66,2.73,47,3.42,27.1,1.89,6,66,84,20,367,5.185607972297632
201,4.3,1.12,107,2.47,38.4,1.61,36,11,30,11,467,2.7672206416203733
202,5.14,2.3,13,3.41,39.4,0.673,28,343,55,11,83,2.4996728191907285
203,7.47,1.11,42,3.28,30.4,0.676,20,131,34,2,245,3.6272060508860555
204,3.23,5.15,50,3.14,37.4,1.512,91,139,90,2,165,3.920626249964199
205,7.99,6.83,59,3.07,34.8,0.898,37,105,31,29,163,5.396814246608309
206,6.23,2.62,98,2.24,23.1,1.929,97,300,86,30,199,4.58539308975393
207,7.39,3.07,18,4.59,29.9,0.728,75,430,50,7,228,3.9293905796482385
208,5.72,3.39,94,2.15,38.5,0.558,78,333,8,35,74,5.17054784694555
209,4.44,1.79,24,3.9,35.7,1.443,9,449,65,29,478,2.295513554879845
210,5.25,3.61,37,0.69,31.4,0.836,61,252,78,31,358,3.50904533347219
211,5.41,1.34,46,4.0,33.6,0.959,36,440,14,10,250,4.064204053857305
212,3.28,6.63,78,3.53,21.7,1.399,54,383,16,17,119,3.569674383430262
213,3.12,9.05,98,0.67,25.7,0.852,20,442,59,18,310,3.352071730776568
214,5.22,5.22,25,1.25,33.6,1.251,28,340,45,30,299,3.639143619316582
215,3.57,7.47,59,0.76,32.8,1.782,37,284,95,35,255,2.629383357822722
216,6.84,3.57,40,3.14,37.4,0.641,15,260,16,34,354,6.151560036765003
217,7.33,1.05,41,2.18,30.1,0.925,77,495,46,36,399,3.363364803011234
218,3.43,8.95,14,1.91,24.1,1.904,10,455,19,31,225,1.9972784310694107
219,4.36,5.17,102,2.86,31.9,1.099,74,187,18,47,353,4.3653177525259785
220,3.9,1.82,31,0.99,21.0,1.788,52,474,90,32,234,1.7520757950415753
221,3.53,4.31,96,4.97,24.6,0.729,30,312,54,44,382,3.5161736796821184
222,4.46,5.37,55,2.97,20.3,0.959,65,2,12,43,274,4.867640105317882
223,3.54,5.31,75,3.59,33.1,1.004,100,334,32,18,36,4.406571462707147
224,3.95,6.77,89,1.64,21.7,0.731,27,244,43,19,196,3.2082409551629967
225,3.84,6.6,86,2.08,20.6,0.87,46,57,4,5,139,4.181166691281213
226,4.89,3.0,49,0.56,31.1,1.938,91,112,78,12,364,2.80964995083473
227,5.56,1.76,113,1.62,37.7,1.154,35,17,55,47,244,3.905427406044284
228,8.88,2.57,66,1.05,31.7,1.107,42,319,98,6,439,2.955857402842035
229,8.37,7.28,99,2.64,24.9,1.436,29,36,82,21,286,4.317714902478344
230,7.48,7.77,79,1.7,27.6,1.564,87,90,61,7,59,4.640298919445694
231,8.9,1.71,11,4.73,20.5,0.747,56,330,72,23,111,1.997552468826921
232,4.26,6.72,46,2.25,39.1,0.666,0,124,83,7,89,3.770267201389999
233,8.15,4.08,80,1.38,39.2,0.963,26,127,69,21,436,3.93638650479861
234,3.94,4.95,100,3.51,39.5,1.74,11,255,84,39,6,3.3060477824552708
235,6.19,9.15,28,3.38,34.5,0.59,77,345,37,38,360,5.12269799998575
236,6.1,4.66,84,2.52,32.1,0.865,81,72,41,48,346,7.312050426048075
237,3.05,8.9,69,2.27,35.4,1.896,99,72,22,9,338,2.919555338607597
238,6.89,3.14,110,4.64,28.5,0.878,89,189,31,27,158,5.6851931347109055
239,3.82,9.46,29,4.86,28.0,0.555,41,213,40,21,150,3.162163049735704
240,6.05,5.4,103,3.37,21.7,1.265,60,116,62,50,177,6.766092092501235
241,4.71,6.36,79,4.3,29.3,1.381,94,298,8,31,393,4.770610028028891
242,3.21,5.63,109,4.57,39.7,1.466,59,434,75,24,184,3.3660138903698718
243,8.43,4.56,15,4.04,21.8,1.446,55,137,50,41,449,3.066373411611449
244,5.79,4.23,19,1.76,33.3,1.337,30,101,49,19,10,4.065865786599804
245,4.7,8.58,58,2.5,37.9,0.741,19,286,99,20,380,4.420678641223652
246,4.44,1.51,21,2.76,22.5,1.075,43,150,71,27,103,2.4229827198928784
247,5.52,8.78,70,1.34,25.5,0.946,15,204,82,47,81,4.6696134264080404
248,6.13,7.93,117,3.03,27.0,1.163,11,314,46,45,38,6.044298078677236
249,8.79,1.32,120,2.71,38.2,1.18,29,351,54,28,314,2.938373337034781
250,8.5,4.41,27,1.36,39.2,0.993,71,156,85,5,167,3.2095377688356814
251,8.62,8.64,29,3.65,24.5,0.821,72,412,20,14,469,3.341573362355324
252,5.93,3.24,34,3.92,24.8,0.824,92,374,82,46,296,5.172798197949684
253,8.1,2.68,67,3.92,32.4,1.528,38,452,59,44,474,4.2444672777340156
254,3.36,5.49,62,3.94,39.4,1.809,59,162,76,40,198,3.3031146760776378
255,8.0,5.13,13,0.65,39.3,1.409,86,273,85,48,297,2.8375246993827865
256,6.77,3.55,93,2.58,33.4,0.848,22,337,88,8,416,6.445734359295203
257,5.04,7.44,15,1.07,24.5,1.122,69,463,77,48,146,2.611316596627787
258,8.3,2.41,42,2.83,30.7,1.116,26,400,48,20,392,3.334504194806687
259,8.32,6.19,70,2.01,25.9,1.208,8,90,52,40,147,4.604246091399205
260,6.95,8.27,52,3.98,29.0,1.155,61,486,43,38,447,6.198966827832893
261,8.89,5.58,101,3.49,31.5,1.727,77,39,45,33,287,3.92130583935038
262,5.38,5.97,35,4.79,20.7,0.744,17,413,5,43,123,4.927335035960349
263,6.1,7.01,16,1.0,39.7,0.94,39,31,21,48,368,4.582175534418484
264,7.45,4.16,47,4.27,21.2,0.571,76,377,89,39,96,4.653093648233898
265,7.03,1.92,60,1.42,39.5,1.994,23,430,26,2,143,3.7506381232917243
266,5.32,1.17,32,4.58,36.9,1.349,82,362,96,37,239,3.2263144296538604
267,4.28,2.36,33,3.84,28.7,0.879,90,111,60,24,442,2.8475320583853643
268,8.13,8.5,103,1.01,37.3,1.591,77,496,88,21,97,3.3135707950626436
269,6.55,3.56,50,1.81,28.1,1.416,11,20,11,49,407,5.488601462421914
270,6.58,7.58,82,4.94,25.6,0.905,80,454,57,28,122,7.381017365922171
271,8.34,9.32,81,3.26,35.7,1.141,73,306,51,10,183,4.990546097577204
272,7.57,8.17,24,3.83,31.0,1.19,65,3,94,32,202,4.1325239808865994
273,4.24,1.96,86,3.05,32.0,1.221,17,336,91,4,246,3.1794716153825515
274,6.78,9.41,112,1.59,26.5,1.185,90,474,64,41,305,4.74420238666615
275,5.77,1.36,110,4.21,28.3,0.576,80,48,82,0,298,4.3353414296566335
276,7.64,4.51,85,4.5,35.9,1.971,82,25,65,37,351,4.967054721464225
277,8.49,8.51,113,3.71,34.4,0.914,10,66,68,43,386,3.906608953713591
278,7.5,5.77,30,2.12,34.1,1.249,92,29,84,1,395,4.981377631692897
279,4.43,7.08,22,4.67,24.1,1.053,40,215,84,37,284,3.216797660398828
280,7.95,9.21,44,1.19,30.9,0.891,33,373,36,39,125,3.881169689093665
281,6.8,7.06,30,0.68,33.5,1.132,13,6,9,12,302,5.587575652575757
282,4.67,8.31,18,4.88,34.6,1.318,58,247,92,11,223,3.3256270229722786
283,7.73,6.75,82,4.72,25.8,1.218,23,265,42,26,418,5.503494532091918
284,5.58,9.29,54,3.28,29.7,1.545,49,415,81,49,219,4.79953669851885
285,8.77,2.72,95,2.05,35.3,0.816,57,130,79,35,129,2.894734750556279
286,5.92,3.4,75,3.73,26.5,0.631,54,419,21,36,420,5.753964652900353
287,4.57,2.23,106,4.24,34.0,0.594,48,181,87,14,289,3.400540791645521
288,8.66,6.18,73,3.53,26.8,1.75,39,108,89,47,444,3.699976066807565
289,6.76,1.88,109,0.96,27.3,1.953,16,308,2,31,376,3.594174762229897
290,4.92,6.56,108,0.66,21.0,0.811,3,296,47,44,291,3.7548485612604665
291,6.0,2.12,98,2.74,20.1,0.785,52,233,11,23,355,5.521255275912744
292,8.1,6.02,115,1.19,28.8,1.304,64,78,73,40,294,3.7706290312762407
293,7.28,7.99,54,1.3,24.2,1.192,44,428,55,32,396,5.397678459672811
294,6.0,4.19,42,4.54,26.9,0.574,42,443,45,49,340,5.811043502063071
295,7.24,3.73,108,4.82,39.0,0.721,12,61,58,42,112,5.372650300488148
296,7.78,1.15,56,0.79,26.4,0.918,54,279,72,13,179,3.2856471177552025
297,8.15,5.07,49,4.92,29.1,1.557,21,463,93,11,307,4.680444862987668
298,5.2,6.21,21,2.91,38.9,1.947,50,263,47,13,432,3.2538146550387683
299,7.86,7.56,63,1.41,20.1,1.258,6,365,80,4,487,4.464111068701602
300,3.31,8.85,117,4.37,29.4,1.495,47,324,66,24,481,3.521473040616596
301,4.07,2.19,16,2.6,20.4,1.504,74,441,23,33,422,1.9002898306632832
302,7.81,7.14,104,2.55,28.6,1.881,23,98,9,38,233,4.404073581718515
303,3.26,2.93,49,1.52,37.8,0.53,53,433,31,37,311,2.4402795564517046
304,3.41,4.14,116,2.32,36.6,1.718,87,380,44,16,164,2.9917137790068593
305,8.07,4.73,54,1.54,34.9,0.776,89,39,20,42,136,4.548204822873331
306,7.05,1.59,61,3.58,39.8,1.212,50,80,16,5,197,5.556898554514812
307,6.29,1.39,56,0.82,38.5,0.856,82,179,73,33,258,4.85559003911579
308,6.3,3.29,95,1.68,37.8,1.128,12,148,45,38,232,5.489698845955207
309,4.63,7.41,52,3.23,30.5,1.675,8,243,10,6,115,4.338733013900764
310,7.09,2.96,116,3.33,22.5,1.474,31,425,89,30,120,4.8387116913243435
311,5.87,1.73,73,4.81,31.7,1.077,64,185,98,2,349,5.458267402783762
312,3.19,1.61,13,1.45,32.3,1.228,44,187,27,17,224,1.7021200652161936
313,5.01,5.55,76,1.94,23.3,1.469,25,278,40,1,402,4.599160266167554
314,7.89,3.1,15,2.53,38.7,1.626,15,87,95,18,397,2.862734236401693
315,4.72,4.87,116,2.35,23.9,0.885,51,317,41,38,127,3.9472165686506364
316,8.12,8.41,36,4.57,33.8,1.678,6,366,100,32,285,3.6722377522688774
317,8.54,4.89,111,1.11,23.6,1.911,22,80,64,7,411,3.0255804851142742
318,3.68,6.43,100,3.69,22.9,1.254,18,471,78,42,107,3.880689452982402
319,6.2,8.76,24,4.98,28.0,0.545,95,118,23,10,370,5.045668321999495
320,6.36,5.04,16,2.3,27.3,1.486,100,445,1,3,325,4.616756755323406
321,3.3,1.28,102,0.85,24.4,1.234,40,33,90,21,133,2.380994341741872
322,3.8,7.13,53,4.47,35.9,1.978,30,181,67,33,452,3.228511257575654
323,6.34,1.74,13,2.31,24.9,0.505,5,167,69,15,44,3.492955522063342
324,4.31,4.92,48,0.61,27.5,1.061,31,380,74,11,460,3.5888495350527263
325,3.59,2.32,27,2.67,38.0,1.483,27,250,51,42,65,2.3694786726164936
326,7.82,7.35,109,4.54,23.1,1.082,76,71,99,12,283,5.098520816080722
327,7.78,9.75,105,1.49,27.2,0.646,53,198,7,1,85,3.490489110199719
328,4.0,5.24,87,0.63,34.5,1.33,27,253,28,49,242,3.6352871699383984
